model,prompt_type,prompt_index,split,Category,TP,FP,FN,P,R,F0.5
gpt-3.5-turbo-0613,0-shot,7,wibea-dev,U:VERB,15,23,29,0.3947,0.3409,0.3827
gpt-3.5-turbo-0613,0-shot,7,wibea-dev,U:VERB:FORM,5,36,4,0.122,0.5556,0.1445
gpt-3.5-turbo-0613,0-shot,7,wibea-dev,U:VERB:TENSE,21,30,22,0.4118,0.4884,0.4251
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:ADJ,6,31,13,0.1622,0.3158,0.1796
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:ADV,7,100,25,0.0654,0.2188,0.0761
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:CONJ,6,43,17,0.1224,0.2609,0.137
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:CONTR,0,1,2,0.0,0.0,0.0
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:DET,254,207,110,0.551,0.6978,0.5752
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:NOUN,9,88,37,0.0928,0.1957,0.1037
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:NOUN:POSS,14,5,10,0.7368,0.5833,0.7
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:OTHER,34,336,124,0.0919,0.2152,0.1038
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:PART,3,9,8,0.25,0.2727,0.2542
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:PREP,73,195,71,0.2724,0.5069,0.3002
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:PRON,23,30,33,0.434,0.4107,0.4291
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:PUNCT,684,961,407,0.4158,0.6269,0.4458
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:VERB,26,103,30,0.2016,0.4643,0.2273
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:VERB:FORM,16,21,5,0.4324,0.7619,0.4734
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,M:VERB:TENSE,28,53,33,0.3457,0.459,0.3636
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:ADJ,31,211,49,0.1281,0.3875,0.1479
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:ADJ:FORM,14,7,2,0.6667,0.875,0.7
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:ADV,11,109,47,0.0917,0.1897,0.1022
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:CONJ,1,14,7,0.0667,0.125,0.0735
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:CONTR,10,66,10,0.1316,0.5,0.1543
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:DET,84,214,78,0.2819,0.5185,0.3102
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:MORPH,119,242,62,0.3296,0.6575,0.3662
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:NOUN,84,339,195,0.1986,0.3011,0.2131
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:NOUN:INFL,10,1,1,0.9091,0.9091,0.9091
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:NOUN:NUM,191,189,78,0.5026,0.71,0.5338
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:NOUN:POSS,19,19,9,0.5,0.6786,0.5278
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:ORTH,243,184,81,0.5691,0.75,0.5979
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:OTHER,266,1530,482,0.1481,0.3556,0.1677
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:PART,31,33,12,0.4844,0.7209,0.5184
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:PREP,241,386,264,0.3844,0.4772,0.3999
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:PRON,30,124,27,0.1948,0.5263,0.2229
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:PUNCT,168,237,126,0.4148,0.5714,0.4389
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:SPELL,356,114,46,0.7574,0.8856,0.78
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:VERB,84,567,249,0.129,0.2523,0.143
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:VERB:FORM,132,219,74,0.3761,0.6408,0.4099
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:VERB:INFL,5,2,1,0.7143,0.8333,0.7353
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:VERB:SVA,111,101,35,0.5236,0.7603,0.5584
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:VERB:TENSE,161,204,209,0.4411,0.4351,0.4399
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,R:WO,44,155,44,0.2211,0.5,0.2489
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:ADJ,4,24,10,0.1429,0.2857,0.1587
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:ADV,17,109,24,0.1349,0.4146,0.156
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:CONJ,6,59,3,0.0923,0.6667,0.1115
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:CONTR,5,4,3,0.5556,0.625,0.5682
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:DET,171,275,87,0.3834,0.6628,0.4187
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:NOUN,13,59,35,0.1806,0.2708,0.1935
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:NOUN:POSS,5,2,3,0.7143,0.625,0.6944
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:OTHER,35,293,50,0.1067,0.4118,0.1253
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:PART,6,9,3,0.4,0.6667,0.4348
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:PREP,58,135,38,0.3005,0.6042,0.3341
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:PRON,28,82,16,0.2545,0.6364,0.2893
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:PUNCT,61,263,36,0.1883,0.6289,0.219
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:VERB,18,75,26,0.1935,0.4091,0.2163
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:VERB:FORM,0,33,9,0.0,0.0,0.0
gpt-3.5-turbo-0613,0-shot,8,wibea-dev,U:VERB:TENSE,21,39,22,0.35,0.4884,0.371
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:ADJ,6,14,13,0.3,0.3158,0.303
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:ADV,12,31,20,0.2791,0.375,0.2941
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:CONJ,5,36,18,0.122,0.2174,0.1337
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:CONTR,1,2,1,0.3333,0.5,0.3571
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:DET,240,154,124,0.6091,0.6593,0.6186
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:NOUN,6,49,40,0.1091,0.1304,0.1128
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:NOUN:POSS,13,7,11,0.65,0.5417,0.625
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:OTHER,33,171,125,0.1618,0.2089,0.1694
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:PART,3,6,8,0.3333,0.2727,0.3191
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:PREP,76,138,68,0.3551,0.5278,0.38
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:PRON,28,26,28,0.5185,0.5,0.5147
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:PUNCT,754,947,337,0.4433,0.6911,0.4775
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:VERB,24,70,32,0.2553,0.4286,0.2778
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:VERB:FORM,17,17,4,0.5,0.8095,0.5414
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,M:VERB:TENSE,25,35,36,0.4167,0.4098,0.4153
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:ADJ,27,93,53,0.225,0.3375,0.2411
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:ADJ:FORM,11,5,5,0.6875,0.6875,0.6875
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:ADV,8,34,50,0.1905,0.1379,0.177
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:CONJ,3,5,5,0.375,0.375,0.375
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:CONTR,6,12,14,0.3333,0.3,0.3261
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:DET,66,123,96,0.3492,0.4074,0.3595
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:MORPH,112,186,69,0.3758,0.6188,0.4079
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:NOUN,67,185,212,0.2659,0.2401,0.2603
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:NOUN:INFL,9,1,2,0.9,0.8182,0.8824
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:NOUN:NUM,180,128,89,0.5844,0.6691,0.5996
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:NOUN:POSS,21,17,7,0.5526,0.75,0.5833
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:ORTH,262,210,62,0.5551,0.8086,0.5922
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:OTHER,236,721,512,0.2466,0.3155,0.2579
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:PART,24,18,19,0.5714,0.5581,0.5687
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:PREP,215,168,290,0.5614,0.4257,0.5277
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:PRON,25,85,32,0.2273,0.4386,0.2515
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:PUNCT,170,262,124,0.3935,0.5782,0.4204
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:SPELL,356,126,46,0.7386,0.8856,0.7639
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:VERB,61,214,272,0.2218,0.1832,0.2128
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:VERB:FORM,128,158,78,0.4476,0.6214,0.4741
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:VERB:INFL,5,2,1,0.7143,0.8333,0.7353
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:VERB:SVA,121,94,25,0.5628,0.8288,0.6014
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:VERB:TENSE,137,101,233,0.5756,0.3703,0.5182
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,R:WO,43,102,45,0.2966,0.4886,0.3219
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:ADJ,3,10,11,0.2308,0.2143,0.2273
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:ADV,14,41,27,0.2545,0.3415,0.2682
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:CONJ,3,27,6,0.1,0.3333,0.1163
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:CONTR,5,2,3,0.7143,0.625,0.6944
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:DET,153,114,105,0.573,0.593,0.5769
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:NOUN,9,32,39,0.2195,0.1875,0.2123
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:NOUN:POSS,5,1,3,0.8333,0.625,0.7812
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:OTHER,27,105,58,0.2045,0.3176,0.2202
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:PART,5,4,4,0.5556,0.5556,0.5556
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:PREP,47,72,49,0.395,0.4896,0.4108
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:PRON,24,38,20,0.3871,0.5455,0.411
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:PUNCT,63,286,34,0.1805,0.6495,0.211
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:VERB,23,25,21,0.4792,0.5227,0.4873
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:VERB:FORM,2,27,7,0.069,0.2222,0.08
gpt-3.5-turbo-0613,0-shot,10,wibea-dev,U:VERB:TENSE,20,22,23,0.4762,0.4651,0.4739
gpt-4-0613,0-shot,11,wibea-dev,M:ADJ,4,50,15,0.0741,0.2105,0.0851
gpt-4-0613,0-shot,11,wibea-dev,M:ADV,9,108,23,0.0769,0.2812,0.09
gpt-4-0613,0-shot,11,wibea-dev,M:CONJ,4,43,19,0.0851,0.1739,0.0948
gpt-4-0613,0-shot,11,wibea-dev,M:CONTR,1,6,1,0.1429,0.5,0.1667
gpt-4-0613,0-shot,11,wibea-dev,M:DET,246,197,118,0.5553,0.6758,0.5758
gpt-4-0613,0-shot,11,wibea-dev,M:NOUN,8,103,38,0.0721,0.1739,0.0816
gpt-4-0613,0-shot,11,wibea-dev,M:NOUN:POSS,16,5,8,0.7619,0.6667,0.7407
gpt-4-0613,0-shot,11,wibea-dev,M:OTHER,37,493,121,0.0698,0.2342,0.0812
gpt-4-0613,0-shot,11,wibea-dev,M:PART,4,7,7,0.3636,0.3636,0.3636
gpt-4-0613,0-shot,11,wibea-dev,M:PREP,73,140,71,0.3427,0.5069,0.3665
gpt-4-0613,0-shot,11,wibea-dev,M:PRON,15,42,41,0.2632,0.2679,0.2641
gpt-4-0613,0-shot,11,wibea-dev,M:PUNCT,662,946,429,0.4117,0.6068,0.44
gpt-4-0613,0-shot,11,wibea-dev,M:VERB,25,117,31,0.1761,0.4464,0.2003
gpt-4-0613,0-shot,11,wibea-dev,M:VERB:FORM,15,17,6,0.4688,0.7143,0.5034
gpt-4-0613,0-shot,11,wibea-dev,M:VERB:TENSE,25,64,36,0.2809,0.4098,0.2998
gpt-4-0613,0-shot,11,wibea-dev,R:ADJ,25,86,55,0.2252,0.3125,0.2385
gpt-4-0613,0-shot,11,wibea-dev,R:ADJ:FORM,13,8,3,0.619,0.8125,0.65
gpt-4-0613,0-shot,11,wibea-dev,R:ADV,5,65,53,0.0714,0.0862,0.074
gpt-4-0613,0-shot,11,wibea-dev,R:CONJ,3,32,5,0.0857,0.375,0.1014
gpt-4-0613,0-shot,11,wibea-dev,R:CONTR,11,40,9,0.2157,0.55,0.2455
gpt-4-0613,0-shot,11,wibea-dev,R:DET,75,203,87,0.2698,0.463,0.2943
gpt-4-0613,0-shot,11,wibea-dev,R:MORPH,110,171,71,0.3915,0.6077,0.4215
gpt-4-0613,0-shot,11,wibea-dev,R:NOUN,76,198,203,0.2774,0.2724,0.2764
gpt-4-0613,0-shot,11,wibea-dev,R:NOUN:INFL,9,2,2,0.8182,0.8182,0.8182
gpt-4-0613,0-shot,11,wibea-dev,R:NOUN:NUM,180,164,89,0.5233,0.6691,0.5471
gpt-4-0613,0-shot,11,wibea-dev,R:NOUN:POSS,21,23,7,0.4773,0.75,0.5147
gpt-4-0613,0-shot,11,wibea-dev,R:ORTH,225,149,99,0.6016,0.6944,0.6181
gpt-4-0613,0-shot,11,wibea-dev,R:OTHER,237,1481,511,0.138,0.3168,0.1555
gpt-4-0613,0-shot,11,wibea-dev,R:PART,27,30,16,0.4737,0.6279,0.4982
gpt-4-0613,0-shot,11,wibea-dev,R:PREP,240,339,265,0.4145,0.4752,0.4254
gpt-4-0613,0-shot,11,wibea-dev,R:PRON,25,118,32,0.1748,0.4386,0.1987
gpt-4-0613,0-shot,11,wibea-dev,R:PUNCT,106,370,188,0.2227,0.3605,0.2411
gpt-4-0613,0-shot,11,wibea-dev,R:SPELL,343,122,59,0.7376,0.8532,0.7582
gpt-4-0613,0-shot,11,wibea-dev,R:VERB,71,396,262,0.152,0.2132,0.1613
gpt-4-0613,0-shot,11,wibea-dev,R:VERB:FORM,126,175,80,0.4186,0.6117,0.4468
gpt-4-0613,0-shot,11,wibea-dev,R:VERB:INFL,5,3,1,0.625,0.8333,0.6579
gpt-4-0613,0-shot,11,wibea-dev,R:VERB:SVA,122,95,24,0.5622,0.8356,0.6016
gpt-4-0613,0-shot,11,wibea-dev,R:VERB:TENSE,168,236,202,0.4158,0.4541,0.423
gpt-4-0613,0-shot,11,wibea-dev,R:WO,52,148,36,0.26,0.5909,0.2928
gpt-4-0613,0-shot,11,wibea-dev,U:ADJ,6,27,8,0.1818,0.4286,0.2055
gpt-4-0613,0-shot,11,wibea-dev,U:ADV,22,130,19,0.1447,0.5366,0.1695
gpt-4-0613,0-shot,11,wibea-dev,U:CONJ,3,107,6,0.0273,0.3333,0.0334
gpt-4-0613,0-shot,11,wibea-dev,U:CONTR,4,4,4,0.5,0.5,0.5
gpt-4-0613,0-shot,11,wibea-dev,U:DET,166,252,92,0.3971,0.6434,0.4301
gpt-4-0613,0-shot,11,wibea-dev,U:NOUN,16,81,32,0.1649,0.3333,0.1835
gpt-4-0613,0-shot,11,wibea-dev,U:NOUN:POSS,6,1,2,0.8571,0.75,0.8333
gpt-4-0613,0-shot,11,wibea-dev,U:OTHER,31,465,54,0.0625,0.3647,0.0749
gpt-4-0613,0-shot,11,wibea-dev,U:PART,7,10,2,0.4118,0.7778,0.4545
gpt-4-0613,0-shot,11,wibea-dev,U:PREP,64,152,32,0.2963,0.6667,0.3333
gpt-4-0613,0-shot,11,wibea-dev,U:PRON,25,87,19,0.2232,0.5682,0.2541
gpt-4-0613,0-shot,11,wibea-dev,U:PUNCT,51,221,46,0.1875,0.5258,0.2152
gpt-4-0613,0-shot,11,wibea-dev,U:VERB,24,108,20,0.1818,0.5455,0.2098
gpt-4-0613,0-shot,11,wibea-dev,U:VERB:FORM,4,34,5,0.1053,0.4444,0.1242
gpt-4-0613,0-shot,11,wibea-dev,U:VERB:TENSE,19,57,24,0.25,0.4419,0.2738
gpt-4-0613,0-shot,3,wibea-dev,M:ADJ,4,29,15,0.1212,0.2105,0.1325
gpt-4-0613,0-shot,3,wibea-dev,M:ADV,9,72,23,0.1111,0.2812,0.1264
gpt-4-0613,0-shot,3,wibea-dev,M:CONJ,5,25,18,0.1667,0.2174,0.1748
gpt-4-0613,0-shot,3,wibea-dev,M:CONTR,1,4,1,0.2,0.5,0.2273
gpt-4-0613,0-shot,3,wibea-dev,M:DET,258,201,106,0.5621,0.7088,0.5864
gpt-4-0613,0-shot,3,wibea-dev,M:NOUN,6,61,40,0.0896,0.1304,0.0955
gpt-4-0613,0-shot,3,wibea-dev,M:NOUN:POSS,18,8,6,0.6923,0.75,0.7031
gpt-4-0613,0-shot,3,wibea-dev,M:OTHER,39,251,119,0.1345,0.2468,0.148
gpt-4-0613,0-shot,3,wibea-dev,M:PART,4,6,7,0.4,0.3636,0.3922
gpt-4-0613,0-shot,3,wibea-dev,M:PREP,79,145,65,0.3527,0.5486,0.3798
gpt-4-0613,0-shot,3,wibea-dev,M:PRON,23,32,33,0.4182,0.4107,0.4167
gpt-4-0613,0-shot,3,wibea-dev,M:PUNCT,708,871,383,0.4484,0.6489,0.4779
gpt-4-0613,0-shot,3,wibea-dev,M:VERB,27,90,29,0.2308,0.4821,0.2576
gpt-4-0613,0-shot,3,wibea-dev,M:VERB:FORM,16,16,5,0.5,0.7619,0.5369
gpt-4-0613,0-shot,3,wibea-dev,M:VERB:TENSE,27,60,34,0.3103,0.4426,0.3301
gpt-4-0613,0-shot,3,wibea-dev,R:ADJ,24,87,56,0.2162,0.3,0.229
gpt-4-0613,0-shot,3,wibea-dev,R:ADJ:FORM,14,8,2,0.6364,0.875,0.6731
gpt-4-0613,0-shot,3,wibea-dev,R:ADV,11,84,47,0.1158,0.1897,0.1256
gpt-4-0613,0-shot,3,wibea-dev,R:CONJ,4,25,4,0.1379,0.5,0.1613
gpt-4-0613,0-shot,3,wibea-dev,R:CONTR,11,38,9,0.2245,0.55,0.2546
gpt-4-0613,0-shot,3,wibea-dev,R:DET,82,199,80,0.2918,0.5062,0.3188
gpt-4-0613,0-shot,3,wibea-dev,R:MORPH,110,189,71,0.3679,0.6077,0.3994
gpt-4-0613,0-shot,3,wibea-dev,R:NOUN,76,168,203,0.3115,0.2724,0.3028
gpt-4-0613,0-shot,3,wibea-dev,R:NOUN:INFL,9,1,2,0.9,0.8182,0.8824
gpt-4-0613,0-shot,3,wibea-dev,R:NOUN:NUM,187,166,82,0.5297,0.6952,0.5562
gpt-4-0613,0-shot,3,wibea-dev,R:NOUN:POSS,20,16,8,0.5556,0.7143,0.5814
gpt-4-0613,0-shot,3,wibea-dev,R:ORTH,239,172,85,0.5815,0.7377,0.6072
gpt-4-0613,0-shot,3,wibea-dev,R:OTHER,253,1125,495,0.1836,0.3382,0.2021
gpt-4-0613,0-shot,3,wibea-dev,R:PART,32,28,11,0.5333,0.7442,0.5654
gpt-4-0613,0-shot,3,wibea-dev,R:PREP,255,324,250,0.4404,0.505,0.452
gpt-4-0613,0-shot,3,wibea-dev,R:PRON,32,120,25,0.2105,0.5614,0.2406
gpt-4-0613,0-shot,3,wibea-dev,R:PUNCT,151,225,143,0.4016,0.5136,0.4199
gpt-4-0613,0-shot,3,wibea-dev,R:SPELL,353,144,49,0.7103,0.8781,0.7385
gpt-4-0613,0-shot,3,wibea-dev,R:VERB,70,275,263,0.2029,0.2102,0.2043
gpt-4-0613,0-shot,3,wibea-dev,R:VERB:FORM,138,180,68,0.434,0.6699,0.4668
gpt-4-0613,0-shot,3,wibea-dev,R:VERB:INFL,5,4,1,0.5556,0.8333,0.5952
gpt-4-0613,0-shot,3,wibea-dev,R:VERB:SVA,129,101,17,0.5609,0.8836,0.6051
gpt-4-0613,0-shot,3,wibea-dev,R:VERB:TENSE,189,239,181,0.4416,0.5108,0.4539
gpt-4-0613,0-shot,3,wibea-dev,R:WO,60,161,28,0.2715,0.6818,0.3086
gpt-4-0613,0-shot,3,wibea-dev,U:ADJ,6,22,8,0.2143,0.4286,0.2381
gpt-4-0613,0-shot,3,wibea-dev,U:ADV,22,86,19,0.2037,0.5366,0.2326
gpt-4-0613,0-shot,3,wibea-dev,U:CONJ,4,82,5,0.0465,0.4444,0.0567
gpt-4-0613,0-shot,3,wibea-dev,U:CONTR,6,5,2,0.5455,0.75,0.5769
gpt-4-0613,0-shot,3,wibea-dev,U:DET,184,216,74,0.46,0.7132,0.4952
gpt-4-0613,0-shot,3,wibea-dev,U:NOUN,14,47,34,0.2295,0.2917,0.2397
gpt-4-0613,0-shot,3,wibea-dev,U:NOUN:POSS,7,2,1,0.7778,0.875,0.7955
gpt-4-0613,0-shot,3,wibea-dev,U:OTHER,34,269,51,0.1122,0.4,0.1311
gpt-4-0613,0-shot,3,wibea-dev,U:PART,3,9,6,0.25,0.3333,0.2632
gpt-4-0613,0-shot,3,wibea-dev,U:PREP,62,110,34,0.3605,0.6458,0.3954
gpt-4-0613,0-shot,3,wibea-dev,U:PRON,28,74,16,0.2745,0.6364,0.3097
gpt-4-0613,0-shot,3,wibea-dev,U:PUNCT,49,156,48,0.239,0.5052,0.2672
gpt-4-0613,0-shot,3,wibea-dev,U:VERB,23,71,21,0.2447,0.5227,0.2738
gpt-4-0613,0-shot,3,wibea-dev,U:VERB:FORM,3,35,6,0.0789,0.3333,0.0932
gpt-4-0613,0-shot,3,wibea-dev,U:VERB:TENSE,24,43,19,0.3582,0.5581,0.3859
gpt-4-0613,0-shot,5,wibea-dev,M:ADJ,3,31,16,0.0882,0.1579,0.0968
gpt-4-0613,0-shot,5,wibea-dev,M:ADV,14,86,18,0.14,0.4375,0.162
gpt-4-0613,0-shot,5,wibea-dev,M:CONJ,4,26,19,0.1333,0.1739,0.1399
gpt-4-0613,0-shot,5,wibea-dev,M:CONTR,1,2,1,0.3333,0.5,0.3571
gpt-4-0613,0-shot,5,wibea-dev,M:DET,260,210,104,0.5532,0.7143,0.5793
gpt-4-0613,0-shot,5,wibea-dev,M:NOUN,10,73,36,0.1205,0.2174,0.1323
gpt-4-0613,0-shot,5,wibea-dev,M:NOUN:POSS,16,5,8,0.7619,0.6667,0.7407
gpt-4-0613,0-shot,5,wibea-dev,M:OTHER,33,275,125,0.1071,0.2089,0.1187
gpt-4-0613,0-shot,5,wibea-dev,M:PART,4,3,7,0.5714,0.3636,0.5128
gpt-4-0613,0-shot,5,wibea-dev,M:PREP,82,149,62,0.355,0.5694,0.3839
gpt-4-0613,0-shot,5,wibea-dev,M:PRON,19,33,37,0.3654,0.3393,0.3598
gpt-4-0613,0-shot,5,wibea-dev,M:PUNCT,701,840,390,0.4549,0.6425,0.4831
gpt-4-0613,0-shot,5,wibea-dev,M:VERB,23,82,33,0.219,0.4107,0.2416
gpt-4-0613,0-shot,5,wibea-dev,M:VERB:FORM,15,16,6,0.4839,0.7143,0.5172
gpt-4-0613,0-shot,5,wibea-dev,M:VERB:TENSE,32,58,29,0.3556,0.5246,0.38
gpt-4-0613,0-shot,5,wibea-dev,R:ADJ,29,103,51,0.2197,0.3625,0.2385
gpt-4-0613,0-shot,5,wibea-dev,R:ADJ:FORM,13,10,3,0.5652,0.8125,0.6019
gpt-4-0613,0-shot,5,wibea-dev,R:ADV,9,68,49,0.1169,0.1552,0.123
gpt-4-0613,0-shot,5,wibea-dev,R:CONJ,4,20,4,0.1667,0.5,0.1923
gpt-4-0613,0-shot,5,wibea-dev,R:CONTR,11,29,9,0.275,0.55,0.3056
gpt-4-0613,0-shot,5,wibea-dev,R:DET,85,167,77,0.3373,0.5247,0.3632
gpt-4-0613,0-shot,5,wibea-dev,R:MORPH,119,194,62,0.3802,0.6575,0.4152
gpt-4-0613,0-shot,5,wibea-dev,R:NOUN,85,184,194,0.316,0.3047,0.3137
gpt-4-0613,0-shot,5,wibea-dev,R:NOUN:INFL,9,1,2,0.9,0.8182,0.8824
gpt-4-0613,0-shot,5,wibea-dev,R:NOUN:NUM,189,153,80,0.5526,0.7026,0.5773
gpt-4-0613,0-shot,5,wibea-dev,R:NOUN:POSS,21,16,7,0.5676,0.75,0.5966
gpt-4-0613,0-shot,5,wibea-dev,R:ORTH,253,203,71,0.5548,0.7809,0.5889
gpt-4-0613,0-shot,5,wibea-dev,R:OTHER,269,1078,479,0.1997,0.3596,0.2192
gpt-4-0613,0-shot,5,wibea-dev,R:PART,32,37,11,0.4638,0.7442,0.5016
gpt-4-0613,0-shot,5,wibea-dev,R:PREP,266,325,239,0.4501,0.5267,0.4636
gpt-4-0613,0-shot,5,wibea-dev,R:PRON,30,117,27,0.2041,0.5263,0.2326
gpt-4-0613,0-shot,5,wibea-dev,R:PUNCT,158,216,136,0.4225,0.5374,0.4413
gpt-4-0613,0-shot,5,wibea-dev,R:SPELL,348,126,54,0.7342,0.8657,0.7572
gpt-4-0613,0-shot,5,wibea-dev,R:VERB,83,383,250,0.1781,0.2492,0.1889
gpt-4-0613,0-shot,5,wibea-dev,R:VERB:FORM,137,163,69,0.4567,0.665,0.4872
gpt-4-0613,0-shot,5,wibea-dev,R:VERB:INFL,5,3,1,0.625,0.8333,0.6579
gpt-4-0613,0-shot,5,wibea-dev,R:VERB:SVA,124,89,22,0.5822,0.8493,0.6212
gpt-4-0613,0-shot,5,wibea-dev,R:VERB:TENSE,200,216,170,0.4808,0.5405,0.4916
gpt-4-0613,0-shot,5,wibea-dev,R:WO,57,138,31,0.2923,0.6477,0.3283
gpt-4-0613,0-shot,5,wibea-dev,U:ADJ,6,17,8,0.2609,0.4286,0.283
gpt-4-0613,0-shot,5,wibea-dev,U:ADV,23,87,18,0.2091,0.561,0.2391
